oclc	authorName	authorDates	ENDFullTitle	pubLocationStatement	pubDateTranscribed	format	formatStatement	paratextTitleControlled	epigraphBoolean	narrativeFormPrimary	narrativeFormAdditional	nonProseForms	inscriptionBoolean	marginaliaBoolean	translationClaimControlled	titleOtherWorks	titleNouns	titleAdjectives	titlePlaces	titleNames	titleVerbs	titleObjects	titleAdverbs	catalogedBy
276124	Bond, William,	d. 1735.	The history of the life and adventures of Mr. Duncan Campbell, a gentleman, who, tho' deaf and dumb, writes down any stranger's name at first sight; with their future contingencies of fortune. Now living in Exeter Court over-against the Savoy in the Strand.	London	1720.0	Octavo		To the reader, Letter, Introduction, Appendix, Table of contents	1	First-person, Third-person	Letters		0	0			history, life, adventure, gentleman, stranger, name, first, sight, contingency, fortune	deaf, dumb, future	Exeter Court, , the Savoy, , the Strand, 	Mr. Duncan Campbell, 				
276126	Bond, William,	d. 1735.	The history of the life and adventures of Mr. Duncan Campbell, a gentleman, who tho' deaf and dumb, writes down any stranger's name at first sight: with their future contingencies of fortune. Now living in Exeter Court over-against the Savoy in the Strand.	London	1720.0	Octavo		Table of contents, To the reader, Letter, Introduction, Appendix	1	First-person, Third-person	Letters		0	0			history, life, adventure, gentleman, stranger, name, first, sight, contingency, fortune	deaf, dumb, future	Exeter Court, , the Savoy, , the Strand, 	Mr. Duncan Campbell, 				
276127			The history of Sir William Harrington. Written some years since, and revised and corrected by the late Mr Richardson, author of Sir Charles grandison, Clarissa, &c. In four volumes. Vol. I. The second edition.	London	1772	Duodecimo	In four volumes	Preface, Table of contents, Character information, Table of contents, Table of contents, Table of contents	1	Epistolary			0	0			History, Sir, Year, Mr, Author, Volume, Edition	Some, Late		Sir William Harrington, Mr Richardson, Sir Charles Grandison, Clarissa	Write, Revise, Correct			AFD 06/06/2011
276128			The history of Eliza Warwick. In two volumes. Vol. I.	Dublin	1778.0	Duodecimo	In two volumes.	Dedication	1	Epistolary			0	1			History, Volume	Two		Eliza Warwick				MJR 6/16/11
276130	Scott, Sarah,	1723-1795.	The history of Cornelia.	London	1750.0	Duodecimo		Advertisement	0	First-person, Third-person			0	0			history			Cornelia, 				
276131			The history of Charlotte Summers, the fortunate parish girl. The second edition corected. In two volumes. Vol. I.	London	1750.0	Duodecimo	In two volumes.		0	First-person			0	0			history, parish, girl, history, parish, girl	fortunate, fortunate		Charlotte Summers, , Charlotte Summers, 				
276133			The history of Don Alphonso Blas	London	1741.0	Duodecimo		Table of contents	0	First-person			0	0	Translation		history, history, adventure, son, original	Spanish		Don Alphonso Blas, , Don Alphonso Blas de Lirias, , Gil Blas of Santillane, 				
276134	La Vayer de Boutigny,	1627-1685.	The famous romance of Tarsis and Zelie. Digested into ten books. Written originally in French. By the acute pen of a person of honour. Done into English by Charles Williams, Gent.	London	1685.0	Folio		Dedication, To the reader, Character information	0	Third-person	Letter(s), First-person		1	0	Translation		romance, book, pen, person, honour	famous, ten, French, acute, English		Tarsis, , Zelie, , Charles Williams, 				
276135	Young lady.		The history of Lucy Cleveland.	London	1778.0	Duodecimo		Preface, Preface	0	Epistolary			0	0			history, example, history, lady, example, history, lady	young, young		Lucy Cleveland, , Lucy Cleveland, , Lucy Cleveland, 				
276136	Lyttelton, George Lyttelton,	1709-1773.	The court-secret: a melancholy truth. Now first translated from the original Arabic. By an adept in the Oriental tongues. ( Price one shilling.)	London	1741.0	Octavo		To the reader	0	Third-person	First-person		0	0	Translation		court-secret, truth, tongue, price, shilling	melancholy, original, Arabic, adept, Oriental						
276139			The adventures of Mr. Loveill, interspers'd with many real amours of the modern polite world. Vol. I. The second edition.	London	1750.0	Duodecimo		Preface	0	Third-person	First-person		0	0			adventure, amour, world, adventure, amour, world	many, real, modern, polite, many, real, modern, polite		Mr. Loveill, , Mr. Loveill, 				
276140			The adventures of Mr. Loveill, interspers'd with many real amours of the modern polite world. Vol. I.	London	1750.0	Duodecimo		Preface	0	Third-person	First-person		0	0			adventure, amour, world, adventure, amour, world	many, real, modern, polite, many, real, modern, polite		Mr. Loveill, , Mr. Loveill, 				
276142	Burney, Sarah Harriet,	1772-1844.	Tales of fancy, by S.H. Burney. Vol. I Containing the shipwreck	London	1816., 1820.	Duodecimo		Dedication, Dedication	1	First-person, Third-person	Letters		0	0			tale, fancy, shipwreck, tale, fancy, author, trait, nature, shipwreck, shipwreck, tale, tale, fancy, author, trait, nature, Country, neighbour, secret, country, neighbour, tale, fancy, country, neighbour, tale, fancy, author, trait, nature, country, neighbour, secret, country, neighbour			S.H. Burney, S.H. Burney, 'Clarentine,', Geraldine Fauconberg, S.H. Burney, , S.H. Burney, Clarentine, S.H. Burney, S.H. Burney, Clarentine				
276148	Hawkins, Laetitia Matilda,	1760-1835.	Rosanne; or, a father's labour lost. In three volumes. By Laetitia-Matilda Hawkins. Volume I.	London	1814.0	Octavo	In three volumes.	Dedication, Advertisement, Errata	1				0	0										
276150	Weston, Anna Maria.		Pleasure and pain, or the fate of Ellen; A novel. In three volumes. Anna Maria Weston. Vol. I.	London	1814.0	Duodecimo	In three volumes.		0	Third-person	Poem(s)		0	0			pleasure, pain, fate, novel			Ellen, Anna Maria Weston				
276155	Battersby, John		Tell-tale sophas, an eclectic fable, in three volumes. Founded on anecdotes, foreign and domestic. By John Battersby. Volume the second.	London	1814.0	Duodecimo	In three volumes.	Errata	1	First-person, Third-person			1	1			fable, anecdote, fable, anecdote, fable, anecdote	tell-tale, eclectic, foreign, domestic, tell-tale, eclectic, foreign, domestic, tell-tale, eclectic, foreign, domestic		John Battersby, John Battersby, John Battersby		sopha, sopha, sopha		
276156	Defoe, Daniel,	1661?-1731.	Serious reflections during the life and surprising adventures of Robinson Crusoe: with his vision of the angelick world. Written by himself.	London	1720.0	Octavo		Preface, Introduction	0	First-person	Poem(s)		0	0			reflection, life, adventure, vision, world	serious, surprising, angelick		Robinson Crusoe				
276157	Lambert de Saumery, Pierre,	b. ca. 1690.	The devil turn'd hermit, or, the adventures of Astaroth banish'd from hell. A satirical romance. Exposing, with great variety of humour, in a series of conversations between that demon and the author, -- The scandalous frauds, lewd amours, and devout mockery of the monks and nuns; the intrigues of courts; the ambition, avarice, and cruelty of ministers; the insincerity, luxury, prostitution, and ingratitude of many private characters; with other capital vices of the present age. Founded chiefly on real facts, and interspersed with the portraits and secret history of most of the considerable persons that have lived in Europe within these thirty years past. Translated from the original French of Mr. de M * * *.	London	1741., 1742.	Duodecimo		To the reader, Errata, Table of contents, Advertisement, Preface, Preface, Preface, Table of contents	0	First-person	Third-person, Poem(s)		0	1	Translation		devil, hermit, adventures, romance, variety, humour, series, conversations, demon, author, frauds, amours, mockery, monks, nuns, courts, ambition, avarice, cruelty, ministers, insincerity, luxury, prostitution, ingratitude, characters, vices, age, facts, portraits, history, persons, years, devil, hermit, adventures, romance, variety, humour, series, conversations, demon, author, frauds, amours, mockery, monks, nuns, courts, ambition, avarice, cruelty, ministers, insincerity, luxury, prostitution, ingratitude, characters, vices, age, facts, portraits, history, persons, years, volume	satirical, great, scandalous, lewd, devout, intrigues, private, capital, present, real, secret, most, considerable, thirty, past, original, French, satirical, great, scandalous, lewd, devout, intrigues, private, capital, present, real, secret, most, considerable, thirty, past, original, French	hell, Europe, hell, Europe	Astaroth, Mr. de M * * *, Astaroth				
276158	Le Noble, Eustache,	1643-1711.	Pure love: a novel. Being the history of the Princess Zulima, the beautiful daughter of the Sultan of Egypt. Containing, I. Her love for the Prince of Westphalia, who was taken prisoner by the Turks, and made a slave. II. Evaristus his companion, his story of the Prince of Westphalia their engagement with some Corsairs, or Pyrates; their shipwreck, and arrival at the Christian army giving a full account of the battle. III. Mustapha, the grand vizier, his love for Zulima. IV. The sultan's love for Leonora, &c. Translated from the French of Monsieur Le Noble.	London	1750.0			Preface	0	Third-person	Letters		0	0	Translation		love, novel, history, daughter, Sultan, love, prisoner, Turk, slave, companion, story, engagement, shipwreck, arrival, army, account, battle, vizier, love, sultan, love	pure, beautiful, some, Christian, full, grand, French	Egypt, Westphalia	Princess Zulima, Prince of Westphalia, Evaristus, Corsair, Pyrate, Mustapha, Zulima, Leonora, Monsieur Le Noble				
276159	Rabelais, FrancÃßois,	ca. 1490-1553?	The works of Francis Rabelais, M.D. The second book. Formerly translated by Sir Thomas Urquart, M.D. and explained by Mr. Motteux; since carefully revised, and compared throughout with M. le Du Chat's edition, by Mr. Ozell, who has likewise added, at the bottom of the pages, a translation of the notes, historical, critical and explanatory, of the said M. le Du Chat, and others: in which notes, the text is not only explained, but, in multitudes of places, amended, and made conformable to the first and best editions of this learned and facetious author. A new edition, with improvements, and an intire new set of cuts.	London	1750	Duodecimo		To the reader, Prologue, Preface, Preface, Preface, Dedication, Letter, Dedication, Letter	0				0	0			work, book, edition, bottom, translation, note, other, note, text, place, edition, author, edition, improvement, set, cut, work, book, edition, bottom, translation, note, other, note, text, place, edition, author, edition, improvement, set, cut, work, book, edition, bottom, translation, note, other, note, text, place, edition, author, edition, improvement, set, cut, work, book, edition, bottom, translation, note, other, note, text, place, edition, author, edition, improvement, set, cut	historical, critical, explanatory, multitude, first, best, learned, facetious, new, intire, new, historical, critical, explanatory, multitude, first, best, learned, facetious, new, intire, historical, critical, explanatory, multitude, first, best, learned, facetious, new, intire, new, historical, critical, explanatory, multitude, first, best, learned, facetious, new, intire, new		Francis Rabelais, M.D., Sir Thomas Urquart, M.D., Mr. Motteux, M. le Du Chat, Mr. Ozell, M. le Du Chat, Francis Rabelais, M.D., Sir Thomas Urquart, M.D., Mr. Motteux, M. le Du Chat, Mr. Ozell, M. le Du Chat, Francis Rabelais, M.D., Sir Thomas Urquart, M.D., Mr. Motteux, M. le Du Chat, Mr. Ozell, M. le Du Chat, Francis Rabelais, M.D., Sir Thomas Urquart, M.D., Mr. Motteux, M. le Du Chat, Mr. Ozell, M. le Du Chat, 		page, page, , page, page		
279595	Bird, Robert Montgomery,	1806-1854.	"Nick of the woods, or the jibbenainosay. A tale of Kentucky. By the author of ""calavar,"" ""the infidel,"" &c. [Epigraph.] In two volumes. Vol. I."	Philadelphia	1837.0	Duodecimo	In two volumes.	Copyright statement, Preface	1	Third-person			0	0		Calavar, The infidel	Volume, Woods, Jibbenainosay, Tale, Author		Kentucky	Nick				BE 6/13/12 Swarthmore College
299668	ScudeÃÅry, Madeleine de,	1607-1701.	Almahide, or the Captive Queen. An excellent new romance. Never before in English. The whole work. Written in French by the accurate pen of Monsieur de Scudery governor of (Nostre Dame). Done into English by (J. Philips Gent). Licensed, March 8. 1675/6 H. Oldenburgh.	London	1677.0			Letter	0		Third-person, First-person		0	1	Translation		Queen, romance, work, pen, governor	Captive, excellent, new, English, whole, French, accurate, English	Nostre Dame, 	Almahide, , Monsieur de Scudery, , J. Philips Gent				
340844			The advantages of deliberation; or, the folly of indiscretion. In two volumes. Vol. I.	London	1772	Duodecimo	In two volumes.		1	Epistolary			0	1			Advantage, Deliberation, Folly, Indiscretion, Volume, Vol							AFD 6/2/2011
340846	Bridges, Thomas,	fl. 1759-1775.	The adventures of a bank-note. Vol. I.	London	1770.0	Octavo	In two volumes.	Footnote	1	First-person		Verse	1	0			Adventure, Bank-note, Volume	Two				Bank-note		AFD 5/24/11 Swarthmore College
340848	Mackenzie, Henry,	1745-1831.	The man of feeling.	London	1771	Duodecimo		Introduction	0	First-person			1	0			Man, Feeling							AFD 5/24/2011 Swarthmore College
