htid,recordid,oclc,locnum,author,imprint,date,place,enumcron,subjects,title,prob80precise,genrepages,totalpages,englishpct,datetype,startdate,enddate,imprintdate
uc2.ark+=13960=t4zg6nw63,7694913,43127728,,"Swift, Jonathan,","London;Printed for C. Bathurst, H. Woodfall, W. Strahan, J. and F. Rivington, L. Davis and C. Reymers, W. Owen, R. Baldwin, T. Davies, W. Johnston, T. Longman, and J. Hardy;MDCCLXIX.",1769,enk,v.5,,"Letters, written by the late Jonathan Swift, D.D. Dean of St. Patrick's, Dublin, and several of his friends",0.59,164,306,0.999,s,1769,    ,"<unparsed=""MDCCLXIX"">"
uiuo.ark+=13960=t17m0vk3v,8720222,16112022,,,London;Printed for H. Gardner ... and sold by J. Walter ... and G. Pearch ...;1769.,1769,enk,v.1,,The Hermit,0.82,191,208,1,s,1769,    ,1769
uiuo.ark+=13960=t4dn4qn2v,8720222,16112022,,,London;Printed for H. Gardner ... and sold by J. Walter ... and G. Pearch ...;1769.,1769,enk,v.2,,The Hermit,0.83,184,200,1,s,1769,    ,1769
hvd.hn4rcc,9707548,11395108,,"Cervantes Saavedra, Miguel de,","London;Printed for W. Strahan, J. and F. Rivington, W. Johnston, R. Baldwin, T. Longman, Hawes and Co. [and 10 others]...;1770..",1770,enk,v.2,,The history and adventures of the renowned Don Quixote,0.79,290,346,0.999,s,1770,    ,1770
hvd.hn4rcd,9707548,11395108,,"Cervantes Saavedra, Miguel de,","London;Printed for W. Strahan, J. and F. Rivington, W. Johnston, R. Baldwin, T. Longman, Hawes and Co. [and 10 others]...;1770..",1770,enk,v.3,,The history and adventures of the renowned Don Quixote,0.82,345,378,1,s,1770,    ,1770
hvd.hn4rce,9707548,11395108,,"Cervantes Saavedra, Miguel de,","London;Printed for W. Strahan, J. and F. Rivington, W. Johnston, R. Baldwin, T. Longman, Hawes and Co. [and 10 others]...;1770..",1770,enk,v.4,,The history and adventures of the renowned Don Quixote,0.84,335,354,1,s,1770,    ,1770
mdp.39015028374182,1791702,13511835,,"Aulnoy,",Dublin;Printed by J. Potts;1770.,1770,ie ,v.1,Fairy tales,A collection of novels and tales of the fairies,0.84,282,296,1,s,1770,    ,1770
mdp.39015028374190,1791702,13511835,,"Aulnoy,",Dublin;Printed by J. Potts;1770.,1770,ie ,v.2,Fairy tales,A collection of novels and tales of the fairies,0.85,274,282,1,s,1770,    ,1770
mdp.39015028374398,1791702,13511835,,"Aulnoy,",Dublin;Printed by J. Potts;1770.,1770,ie ,v.3,Fairy tales,A collection of novels and tales of the fairies,0.84,237,250,1,s,1770,    ,1770
mdp.39015078548040,1367556,23630982,,"Bickerstaff, Isaac,",London;Printed by J. Lever;1770.,1770,enk,,"Voyages, Imaginary","The life, and strange, unparallel'd and unheard of voyages and adventures of Ambrose Gwinett, formerly well known to the public, as the lame beggar man",0.68,23,34,0.998,s,1770,    ,1770
mdp.39015078562140,1422045,23630673,,"Morris, Ralph.",London;Printed for T. Parker;1770.,1770,enk,,"Voyages, Imaginary;Interplanetary voyages, Imaginary;Aeronautics in literature","The life and astonishing adventures of John Daniel, a smith at Royston in Hertfordshire, for a course of seventy years",0.84,319,334,1,s,1770,    ,1770
njp.32101068156387,8968004,42617296,,"Jenner, Charles,",London;Bell;1770?,1770,enk,,,"Placid man, &c",0.82,249,272,1,s,1770,    ,1770
nnc1.0026505266,8394785,5987744,PR3679.S5M4,"Sheridan, Frances Chamberlaine,",London;J. Dodsley;1770-72.,1770,xx ,v.1,,Memoirs of Miss Sidney Bidulph,0.84,333,346,1,s,1770,    ,1770-1772
nyp.33433074911276,8663753,8816504,,"Sterne, Laurence,",London;Printed for T. Becket and P.A. De Hondt...;1770.,1770,enk,v. 1,Social life and customs;Italy;France,A sentimental journey through France and Italy,0.89,206,218,0.993,s,1770,    ,1770
nyp.33433074911284,8663753,8816504,,"Sterne, Laurence,",London;Printed for T. Becket and P.A. De Hondt...;1770.,1770,enk,v. 2,Social life and customs;Italy;France,A sentimental journey through France and Italy,0.89,210,222,0.999,s,1770,    ,1770
nyp.33433074967864,8668068,24394047,,"Pennyless, Peter.",London;Printed for T. Becket and P.A. De Hondt;1770.,1770,enk,,English essays,Sentimental lucubrations,0.67,133,212,1,s,1770,    ,1770
uc2.ark+=13960=t79s21q9c,7696560,10117624,,"Bellamy, D.",London;s.n.;1770.,1770,enk,,,Ethic amusements,0.67,77,118,0.999,s,1770,    ,1770
uva.x004349848,9793709,6833021,,"Pope, Alexander,",London;C. Bathurst;1770.,1770,enk,v.8,,"The works of Alexander Pope, esq",0.51,195,452,0.999,s,1770,    ,1770
hvd.hn4q7a,9707531,10669469,,"Cervantes Saavedra, Miguel de,",Glasgow;R. & A. Foulis;1771.,1771,stk,vol.1,,The history of the renowned Don Quixote de la Mancha,0.82,308,338,1,s,1771,    ,1771
hvd.hn4q7b,9707531,10669469,,"Cervantes Saavedra, Miguel de,",Glasgow;R. & A. Foulis;1771.,1771,stk,vol.2,,The history of the renowned Don Quixote de la Mancha,0.85,313,322,1,s,1771,    ,1771
hvd.hn4q7c,9707531,10669469,,"Cervantes Saavedra, Miguel de,",Glasgow;R. & A. Foulis;1771.,1771,stk,vol.3,,The history of the renowned Don Quixote de la Mancha,0.84,320,334,1,s,1771,    ,1771
hvd.hn4q7d,9707531,10669469,,"Cervantes Saavedra, Miguel de,",Glasgow;R. & A. Foulis;1771.,1771,stk,vol.4,,The history of the renowned Don Quixote de la Mancha,0.84,363,378,1,s,1771,    ,1771
hvd.hn6en4,9711151,6103274,,"Fielding, Henry,",Edinburgh;A. Donaldson;1771.,1771,stk,v.6,"Fielding, Henry;1707-1754","The works of Henry Fielding, esq;",0.82,257,288,0.996,s,1771,    ,1771
hvd.hn6enr,9711151,6103274,,"Fielding, Henry,",Edinburgh;A. Donaldson;1771.,1771,stk,v.7,"Fielding, Henry;1707-1754","The works of Henry Fielding, esq;",0.79,338,400,1,s,1771,    ,1771
hvd.hn6ens,9711151,6103274,,"Fielding, Henry,",Edinburgh;A. Donaldson;1771.,1771,stk,v.10,"Fielding, Henry;1707-1754","The works of Henry Fielding, esq;",0.82,329,362,1,s,1771,    ,1771
hvd.hn6ent,9711151,6103274,,"Fielding, Henry,",Edinburgh;A. Donaldson;1771.,1771,stk,v.8,"Fielding, Henry;1707-1754","The works of Henry Fielding, esq;",0.81,371,424,1,s,1771,    ,1771
hvd.hn6enz,9711151,6103274,,"Fielding, Henry,",Edinburgh;A. Donaldson;1771.,1771,stk,v.5,"Fielding, Henry;1707-1754","The works of Henry Fielding, esq;",0.77,293,358,1,s,1771,    ,1771
mdp.39015007004016,449380,5625640,PR3506.H94A65 1771,"Haywood, Eliza Fowler,",London;H. Gardner;1771.,1771,enk,v.4,,The female spectator,0.89,314,334,1,s,1771,    ,1771
mdp.39015007004024,449380,5625640,PR3506.H94A65 1771,"Haywood, Eliza Fowler,",London;H. Gardner;1771.,1771,enk,v.1,,The female spectator,0.89,318,340,1,s,1771,    ,1771
mdp.39015007004032,449380,5625640,PR3506.H94A65 1771,"Haywood, Eliza Fowler,",London;H. Gardner;1771.,1771,enk,v.2,,The female spectator,0.88,305,338,1,s,1771,    ,1771
mdp.39015007004040,449380,5625640,PR3506.H94A65 1771,"Haywood, Eliza Fowler,",London;H. Gardner;1771.,1771,enk,v.3,,The female spectator,0.89,324,344,1,s,1771,    ,1771
mdp.39015078546549,1271280,23641053,G 530D82 E5 1771,"Dubois-Fontanelle, Jean Gaspard,",London;Printed for T. Davies...;1771.,1771,enk,,"Viaud, Pierre;Shipwrecks","The shipwreck and adventures of Monsieur Pierre Viaud, a native of Bourdeaux, and captain of a ship",0.72,218,302,1,s,1771,    ,1771
njp.32101068155207,8967936,29081270,,"Lawrence, H.",Dublin;Printed for R. Moncrieffe;1771.,1771,ie ,,,The life and adventures of common sense,0.75,208,268,1,s,1771,    ,1771
nnc1.0113254375,8396569,18179793,,,London;Printed for Robinson and Roberts ...;1771.,1771,enk,v.1,English literature;18th century,"The British moralist, or, Young gentleman and lady's polite preceptor",0.8,264,308,1,s,1771,    ,1771
nnc1.1002348950,8405486,35162942,,"Renwick, William.",Bath;1771.,1771,enk,,,Genuine distresses of Damon and Celia,0.72,355,508,1,s,1771,    ,1771
nnc1.cu53328310,8426782,1629578,,"Dubois-Fontanelle, Jean Gaspard,","London;Printed for T. Davies, in Russel-Street, Covent-Garden;MDCCLXXI [1771",1771,enk,,"Viaud, Pierre;Shipwrecks",The shipwreck and adventures of Monsieur Pierre Viaud,0.68,203,304,1,s,1771,    ,1771
nyp.33433074930276,8667782,37213057,,"Bridges, Thomas,",London;T. Davies;1771-72.,1771,enk,v. 2,,The adventures of a bank-note,0.83,204,220,1,m,1771,1772,1771-1772
nyp.33433074930284,8667782,37213057,,"Bridges, Thomas,",London;T. Davies;1771-72.,1771,enk,v. 3,,The adventures of a bank-note,0.83,204,220,1,m,1771,1772,1771-1772
nyp.33433074930292,8667782,37213057,,"Bridges, Thomas,",London;T. Davies;1771-72.,1771,enk,v. 4,,The adventures of a bank-note,0.79,188,220,1,m,1771,1772,1771-1772
nyp.33433082511258,8654991,2037949,,"Hurd, Richard,",London;T. Cadell;1771.,1771,enk,v. 1,"History;Romances;Chivalry in literature;Great Britain;Imaginary conversations;History and criticism;Elizabeth, 1558-1603",Moral and political dialogues,0.58,147,282,0.995,s,1771,    ,1771
ucm.532737145x,9313102,,,Homer.,"London;J. Whiston, Baker and Leigh, etc.;1771.",1771,uk ,,Literatura griega;Obras anteriores a 1800,The Iliad of Homer,0.68,157,334,1,s,1771,    ,1771
mdp.39015030858321,1941778,1101018,,"Guyon, Jeanne Marie Bouvier de La Motte,",Bristol;Printed by S. Farley;1772.,1772,riu,v.1,,The life of Lady Guion,0.57,153,309,1,s,1772,    ,1772
mdp.39015078549592,1369014,67409592,,"Defoe, Daniel,",London;Printed for J. Buckland [etc.;1772.,1772,enk,v.2,,The life and strange surprising adventures of Robinson Crusoe;,0.81,264,300,1,s,1772,    ,1772
mdp.39015078549600,1369014,67409592,,"Defoe, Daniel,",London;Printed for J. Buckland [etc.;1772.,1772,enk,v.1,,The life and strange surprising adventures of Robinson Crusoe;,0.83,289,316,1,s,1772,    ,1772
mdp.39015078563122,1423378,19645482,,"Swift, Jonathan,",Dublin;Printed by G. Faulkner;1772.,1772,ie ,v.3,,The works of the Reverend Dr. Jonathan Swift,0.56,226,468,1,s,1772,    ,1772
njp.32101037620497,9472020,314609490,,"Talbot, Catherine,",London;Printed for John and Francis Rivington ...;M DCC LXXII [1772].,1772,enk,v.2,,Essays on various subjects,0.57,99,190,0.997,s,1772,    ,1772
nyp.33433074909825,8666524,37201903,,"Barclay, John,",London;J. Bell;1772.,1772,enk,v. 1-2,Europe;History;17th century;Latin (Neo-Latin) fiction;Fiction,"The phoenix; or, The history of Polyarchus and Argenis",0.89,563,602,1,s,1772,    ,1772
nyp.33433074909833,8666524,37201903,,"Barclay, John,",London;J. Bell;1772.,1772,enk,v. 3-4,Europe;History;17th century;Latin (Neo-Latin) fiction;Fiction,"The phoenix; or, The history of Polyarchus and Argenis",0.9,584,608,1,s,1772,    ,1772
nyp.33433082401450,8639086,29100806,PQ6530.H5I5 1772,"Isla, JosÃ© Francisco de,","London, Dublin;T. Ewing;1772.",1772,enk,v. 1,,"The history of the famous preacher, Friar Gerund de Campazas",0.9,569,592,0.994,s,1772,    ,1772
nyp.33433082401468,8639086,29100806,PQ6530.H5I5 1772,"Isla, JosÃ© Francisco de,","London, Dublin;T. Ewing;1772.",1772,enk,v. 2,,"The history of the famous preacher, Friar Gerund de Campazas",0.89,536,564,1,s,1772,    ,1772
uc2.ark+=13960=t0ht2hd6z,7692590,11886082,,"Smollett, T.","London;Printed for W. Johnston ... and B. Collins ..., /c 1772.",1772,enk,v.2,,The expedition of Humphry Clinker,0.89,251,264,1,s,1772,    ,1772
yale.39002088379293,1941778,1101018,,"Guyon, Jeanne Marie Bouvier de La Motte,",Bristol;Printed by S. Farley;1772.,1772,riu,v.1,,The life of Lady Guion,0.5,127,308,1,s,1772,    ,1772
mdp.39015078548891,1368386,23634592,,"Chetwood, W. R.",Edinburgh;Printed by Alex. M'Caslan;1773.,1773,stk,,"Voyages, Imaginary","The voyages and adventures of Captain Robert Boyle, in several parts of the world",0.83,252,270,1,s,1773,    ,1773
mdp.39015078549584,1369019,23640194,,"Defoe, Daniel,",Edinburgh;Printed by A. Donaldson;1773.,1773,stk,,,The life and most surprising adventures of Robinson Crusoe,0.8,302,348,1,s,1773,    ,1773
njp.32101041469998,8889911,41213584,,"Arnaud, FranÃ§ois-Thomas-Marie de Baculard d',",Dublin;Printed for J. Milliken;1773.,1773,ie ,,,The tears of sensibility;,0.89,275,288,1,s,1773,    ,1773
uc2.ark+=13960=t7tm73h7c,7690360,1618144,,"Mackenzie, Henry,","London;Printed for W. Strahan; and T. Cadell, in the Strand;MDCCLXXII [1773",1773,   ,v.1,,The man of the world,0.81,316,358,1, ,1773,    ,1773
uc2.ark+=13960=t95719d0q,7690360,1618144,,"Mackenzie, Henry,","London;Printed for W. Strahan; and T. Cadell, in the Strand;MDCCLXXII [1773",1773,   ,v.2,,The man of the world,0.83,251,268,1, ,1773,    ,1773
mdp.39015012361187,779724,3007530,,"Johnstone, Charles,",London;T. Becket;1774.,1774,enk,v.1,,"The history of Arsaces, prince of Betlis",0.88,309,336,1,s,1774,    ,1774
mdp.39015012361922,779724,3007530,,"Johnstone, Charles,",London;T. Becket;1774.,1774,enk,v.2,,"The history of Arsaces, prince of Betlis",0.89,282,300,1,s,1774,    ,1774
mdp.39015030135852,1858228,23645745,,"Aulnoy,",London;Printed for T. Davies;1774.,1774,enk,v.1,Spain;Description and travel,The Lady's travels into Spain;,0.67,245,382,1,s,1774,    ,1774
mdp.39015031385928,779454,5859454,,"Graves, Richard,",London;J. Dodsley;1774,1774,enk,v.3,,The spiritual Quixote,0.88,324,352,1,s,1774,    ,1774
mdp.39015031385936,779454,5859454,,"Graves, Richard,",London;J. Dodsley;1774,1774,enk,v.2,,The spiritual Quixote,0.88,272,300,1,s,1774,    ,1774
mdp.39015031385944,779454,5859454,,"Graves, Richard,",London;J. Dodsley;1774,1774,enk,v.1,,The spiritual Quixote,0.89,368,388,1,s,1774,    ,1774
mdp.39015078565291,1423728,23638849,,"Swift, Jonathan,",London;Printed for J. Bell;1774.,1774,enk,v.2,,Travels into several remote nations of the world,0.5,110,256,1,s,1774,    ,1774
mdp.39015078565440,1423728,23638849,,"Swift, Jonathan,",London;Printed for J. Bell;1774.,1774,enk,v.1,,Travels into several remote nations of the world,0.68,171,256,0.999,s,1774,    ,1774
njp.32101055192650,8901153,5159191,,"Grafigny,",London;Cadell;1774.,1774,enk,v.1,,The Peruvian letters;,0.83,225,242,1,s,1774,    ,1774
njp.32101055192668,8901153,5159191,,"Grafigny,",London;Cadell;1774.,1774,enk,v.2,,The Peruvian letters;,0.81,165,186,1,s,1774,    ,1774
njp.32101068988367,8976774,1285597,,"FÃ©nelon, FranÃ§ois de Salignac de La Mothe-,","London;Printed for the translator, and sold by G. Kearsly;1774.",1774,enk,v.1,Telemachus,The adventures of Telemachus,0.58,188,352,1,s,1774,    ,1774
njp.32101068988375,8976774,1285597,,"FÃ©nelon, FranÃ§ois de Salignac de La Mothe-,","London;Printed for the translator, and sold by G. Kearsly;1774.",1774,enk,v.2,Telemachus,The adventures of Telemachus,0.63,195,334,0.999,s,1774,    ,1774
njp.32101069176525,8979158,11998073,PZ3.D858P,"Duclos, Charles Pinot-,",London.;Printed for J. Wilkie;1774.,1774,enk,,,"The pleasures of retirement, preferable to the joys of dissipation;",0.83,293,312,1,s,1774,    ,1774
njp.32101072916156,9010792,43166308,,"Camus, Jean-Pierre,",Glasgow;1774.,1774,stk,,,The triumphs of love,0.8,105,120,1,s,1774,    ,1774
njp.32101076970555,9034258,16105317,,"Dorat, Claude Joseph,",London;Printed for J. Bew ...;1774.,1774,enk,vol. 2,,"The fatal effects of inconstancy, or, Letters of the Marchioness de SyrcÃ©, the Count de Mirbelle and others",0.89,233,250,0.999,s,1774,    ,1774
nyp.33433074913603,8666417,37199651,,"Graves, Richard,",London;J. Dodsley;1774.,1774,enk,v. 1,English fiction,"The spiritual Quixote: or, The summer's ramble of Mr. Geoffry Wildgoose;",0.89,368,386,1,s,1774,    ,1774
nyp.33433074913611,8666417,37199651,,"Graves, Richard,",London;J. Dodsley;1774.,1774,enk,v. 2,English fiction,"The spiritual Quixote: or, The summer's ramble of Mr. Geoffry Wildgoose;",0.89,286,306,1,s,1774,    ,1774
nyp.33433075811996,8671987,5173305,PQ2067.T2A7313 1774,"Tencin, Claudine Alexandrine GuÃ©rin de,",London;G. Kearsly;1774.,1774,enk,,,Memoirs of the Count of Comminge,0.87,180,202,1,s,1774,    ,1774
uc2.ark+=13960=t0ks6n638,7693485,16304276,,"Veal, George,",London;G. Kearsly;1774.,1774,enk,,"England;Burney, Charles;Music;1726-1814;History and criticism",Musical travels through England,0.79,137,160,1,s,1774,    ,1774
ucm.5326666985,9327848,,,"Richardson, Samuel,","London;printed for J. and F. Rivington, S. Crowder, W. Johnston, T. Lowndes, T. Becket, W. Griffin, F. Newbery, T. Cadell, G. Robinson, R. Baldwin, W. Goldsmith, T. Evans, and J. Knox;1774.",1774,uk ,,Matrimonio;Obras anteriores a 1800,"Clarissa or, The history of a young lady",0.83,375,404,1,r,1774,    ,1774
ucm.5326666994,9327849,,,"Richardson, Samuel,","London;printed for J. and F. Rivington, S. Crowder, W. Johnston, T. Lowndes, T. Becket, W. Griffin, F. Newbery, T. Cadell, G. Robinson, R. Baldwin, W. Goldsmith, T. Evans, and J. Knox;1774.",1774,uk ,,Matrimonio;Obras anteriores a 1800,"Clarissa or, The history of a young lady",0.81,353,400,1,r,1774,    ,1774
ucm.5327110489,9327641,,,"Richardson, Samuel,","London;printed for J. and F. Rivington, W. Johnston, S. Crowder, T. Lowndes, W. Griffin, T. Becket, F. Newbery, T. Cadell, G. Robinson, R. Baldwin, W. Goldsmith, T. Evans, and J. Knox;1774.",1774,uk ,,Matrimonio;Obras anteriores a 1800,"Clarissa or, The history of a young lady",0.83,340,366,1,r,1774,    ,1774
ucm.5327110498,9330363,,,"Richardson, Samuel,","London;printed for J. and F. Rivington, W. Johnston, S. Crowder, T. Lowndes, W. Griffin, T. Becket, F. Newbery, T. Cadell, G. Robinson, R. Baldwin, W. Goldsmith, T. Evans, and J. Knox;1774.",1774,uk ,,Matrimonio;Obras anteriores a 1800,"Clarissa or, The history of a young lady",0.84,343,362,1,r,1774,    ,1774
ucm.5327110504,9327642,,,"Richardson, Samuel,","London;printed for J. and F. Rivington, W. Johnston, S. Crowder, T. Lowndes, W. Griffin, T. Becket, F. Newbery, T. Cadell, G. Robinson, R. Baldwin, W. Goldsmith, T. Evans, and J. Knox;1774.",1774,uk ,,Matrimonio;Obras anteriores a 1800,"Clarissa or, The history of a young lady",0.82,339,370,1,r,1774,    ,1774
ucm.5327110513,9327643,,,"Richardson, Samuel,","London;printed for J. and F. Rivington, W. Johnston, S. Crowder, T. Lowndes, W. Griffin, T. Becket, F. Newbery, T. Cadell, G. Robinson, R. Baldwin, W. Goldsmith, T. Evans, and J. Knox;1774.",1774,uk ,,Matrimonio;Obras anteriores a 1800,"Clarissa or, The history of a young lady",0.75,319,410,1,r,1774,    ,1774
ucm.5327367983,9312024,,,"Lucca, Gaudentio di.",London;Printed for G. Robinson ...;1774.,1774,uk ,,Obras anteriores a 1800;UtopÃƒÂ_as;Viajes imaginarios,The adventures of Sig. Gaudentio di Lucca,0.9,333,344,1,s,1774,    ,1774
mdp.39015043586422,320650,23282188,,"Kimber, Edward,",London;J. Hinton; [etc.;1775.,1775,enk,v.2,,The life and adventures of Joe Thompson,0.89,348,370,0.999,s,1775,    ,1775
mdp.39015043586448,320650,23282188,,"Kimber, Edward,",London;J. Hinton; [etc.;1775.,1775,enk,v.1,,The life and adventures of Joe Thompson,0.89,326,346,0.998,s,1775,    ,1775
mdp.39015064337754,1928082,4543359,,"Fordyce, David,",London;Printed for T. Cadell;1775.,1775,enk,,,"The temple of virtue, a dream",0.72,98,135,1,s,1775,    ,1775
mdp.39015078549576,1369023,23640255,,"Defoe, Daniel,","Edinburgh;Printed for W. Darling, and J. Donaldson;London;1775",1775,stk,,,The life and most surprising adventures of Robinson Crusoe,0.8,297,342,1,s,1775,    ,1775
njp.32101058100429,8904932,37325299,,"Newton, John,",London;Printed for J. Johnson;1775.,1775,enk,,,An authentic narrative of some remarkable and interesting particulars in the life of * * * * * * * *,0.7,155,226,1,s,1775,    ,1775
nnc1.0114571498,8401546,10517533,PT2568.A3A7 1775,"Wieland, Christoph Martin,",London;Printed for S. Leacroft;1775.,1775,enk,,,Dialogues from the German of M. Wieland,0.74,229,302,1,s,1775,    ,1775
nyp.33433074909999,8664033,16508691,,"Brooke, Frances,",Dublin;Printed for T. Armitage;1775.,1775,ie ,v. 1-2,English fiction,The history of Lady Julia Mandeville,0.89,287,300,1,s,1775,    ,1775
nyp.33433074913652,8666812,37203635,,"Fielding, Henry,",Paisley;A. Weir;1775.,1775,stk,v. 3,English fiction,"The history of Tom Jones, a foundling",0.89,299,316,1,s,1775,    ,1775
