oclc,AuthorName,AuthorDates,Title,PubLocation,PubDate,Format,VolumeStatement,paratextTitleControlled,EpigraphBoolean,NarrativeForm,NarrativeFormAdditional,NonProseForms,InscriptionBoolean,MarginaliaBoolean,TranslationClaim,TitleOtherWorks,TitleNouns,TitleAdjectives,TitlePlaces,TitleNames,TitleVerbs,TitleObjects,TitleAdverbs,Cataloger
341385,"Gessner, Salomon,",1730-1788.,The death of Abel. In five books attempted from the German of Mr. Gessner the twelfth edition embellished with an elegant engraving to each book.,London,1780,Duodecimo,,"Dedication, Preface, Preface",0,First-person,,,0,0,Translation,,"Death, Book, German, Mr., Edition, Engraving",Elegant,,"Abel, Mr. Gessner","Embellish, Attempt",,,AFD 06/22/2011
341388,"Griffith,",1720?-1793.,The delicate distress: a novel. In letters. In two volumes. By Frances. Vol. I.,Dublin,1775,Duodecimo,In two volumes.,"Preface, Dedication",1,Epistolary,,,1,0,,,"Distress, Novel, Letter, Volume",Delicate,,,,,,AFD 06/10/2011 Swarthmore College
341396,"Parsons, Philip,",1729-1812.,Dialogues of the dead with the living.,London,1779,Octavo,,"Advertisement, Table of contents, Errata",0,First-person,,Dialogue,1,0,,,"Dialogue, Dead, Living",,,,,,,AFD 06/20/2011
341398,,,"Disinterested love: or, the history of Sir Charles Royston, and Emily Lesley: in a series of letters. Volume the first.",Dublin,1776,Duodecimo,,,0,Epistolary,,,0,0,,,"Love, History, Sir, Series, Letter, Volume",Disinterested,,"Sir Charles Royston, Emily Lesley",,Letter,,AFD 06/13/2011
341399,,,"The disinterested marriage: or, the history of Mr. Frankland. Vol. I.",London,1774,Duodecimo,,Errata,0,Epistolary,,,0,0,,,"Marriage, History, Mr.",Disinterested,,Mr. Frankland,,,,AFD 06/08/2011 Swarthmore College
341400,"Haywood, Eliza Fowler,",1693?-1756.,"The distressed orphan, or love in a mad house; containing an account of her being left to the care of an uncle who would have married her contrary to her inclination, to his own son, and on her refusal to comply, and having fixed her heart on a colonel, when was sent to a mad-house, where she continued till her faithful lover sham'd himself mad, and by that means obtained her liberty. Interspersed with a great many entertaining letters.",London,1770,Duodecimo,,,1,Third-person,Letters,,0,1,,,"Orphan, Love, Mad-house, Account, Care, Uncle, Inclination, Son, Refusal, Heart, Colonel, Mad-house, Lover, Liberty, Letter","Distressed, Faithful, Mad, Many, Entertaining",,"Lausus, Lydia",,Letter,,
341403,,,"The double disappointment; or, the history of Charles Marlow. In a series of letters. In two volumes. Vol. I.",London,1774,Duodecimo,In two volumes.,,0,Epistolary,,,1,1,,,"Disappointment, History, Series, Letter, Volume","Double, Two",,Charles Marlow,,Letter,,MJR 6/8/11 Swarthmore College
341404,"Hutchinson, William,",1732-1814.,Hermitage,London,1773,Duodecimo,,Preface,0,Third-person,,,0,0,,,"Hermitage, Story",British,Dumont,,,,,AFD 06/07/2011 Swarthmore College
341405,,,Edward. A novel. In two volumes. Dedicated (by permission) to her majesty. Vol. I.,London,1774,Duodecimo,,"Dedication, Errata",0,Epistolary,,,1,0,,,"Novel, Volume, Permission, Majesty","Two, Her",,Edward,Dedicate,,,MJR 6/8/2011 Swarthmore College
341406,,,The history of Eliza Musgrove. In two volumes. Vol. I.,Dublin,1770,Duodecimo,In two volumes.,,0,Epistolary,,,1,1,,,"History, Volume",,,Eliza Musgrove,,,,NA 5/18/11 Swarthmore College
341410,"Berkeley, George Monck,",1763-1793.,"Maria; or, the generous rustic.",London,1774,Octavo,,"Dedication, Preface, Postscript",1,Third-person,"Letters, First-person",,1,0,,,Rustic,Generous,,Maria,,,,MFC 7/19/2012 Bryn Mawr College
341411,"Pratt,",1749-1814.,"Emma Corbett; or, the miseries of civil war. In three volumes.",Bath,1780,Octavo,In three volumes.,Dedication,1,Epistolary,,Verse,0,0,,,"Misery, Civil war, War, Circumstance, Author, Opinion, Pupil, Pleasure, Liberal Opinions, Pupil of Pleasure, Shenstone Green, Volume, Edition","Civil, Some, Recent, Liberal","America, Shenstone Green",Emma Corbett,"Found, Happen",,,AFD 06/21/2011
341413,,,"Emma; or, the child of sorrow. A novel. In two volumes. Volume I.",London,1776,Duodecimo,In two volumes.,,0,Epistolary,,,1,0,,,"Child, Sorrow, Novel, Volume",Two,,Emma,,,,MJR 6/14/11
341415,"Haywood, Eliza Fowler,",1693?-1756.,Epistles for ladies. By the authors of The female spectator. [epigraph]. A new edition. In two volumes. Vol. I.,London,1776,Duodecimo,In two volumes.,"Table of contents, Table of contents",1,Epistolary,,Poems,0,1,,,"Epistle, Lady, Author, Spectator, Edition, Volume","Female, New, Two",,,,Epistle,,MJR 6/13/11 Swarthmore College
341416,"Burney, Fanny,",1752-1840.,"Evelina, or, a young lady's entrance into the world. In a series of letters. The second edition. Vol. I.",London,1779,Duodecimo,,"Dedication, Letter, Preface",0,Epistolary,,,0,0,,,"Lady, Entrance, World, Series, Letter, Edition",Young,,Evelina,,Letter,,AFD 06/20/2011
341417,Young lady.,,The history of Lucy Cleveland.,London,1778,Duodecimo,,Preface,0,Epistolary,,,0,0,,,"Example, History, Lady",Young,,Lucy Cleveland,,,,AFD 06/20/2011
341418,"Brooke, Frances,",1724?-1789.,"The excursion. In two volumes. By Mrs. Brooke; author of the history of Lady Julia Mandeville, and of Emily Montague. Vol. I.",London,1777,Duodecimo,In two volumes.,,0,First-person,Third-person,,1,0,,,"Excursion, Volume, Mrs., Author, History, Lady, Book","Two, First, Second",,"Mrs. Brooke, Lady Julia Mandeville, Emily Montague",,,,MJR 6/16/11
341419,"Brooke, Frances,",1724?-1789.,"The excursion. In two volumes. By Mrs. Brooke, author of the history of Lady Julia Mandeville, and of Emily Montague. Vol. I.",Dublin,1777,Duodecimo,In two volumes.,,0,First-person,Third-person,,0,1,,,"Excursion, Volume, Mrs., Author, History, Lady, Book",Two,,"Mrs. Brooke, Lady Julia Mandeville, Emily Montague",,,,MJR 6/16/11
341422,"Bonhote,",1744-1818.,The fashionable friend: a novel. In two volumes. Vol. I.,London,1773,Octavo,In two volumes.,"Table of contents, Table of contents",0,Epistolary,,,1,1,,,"Friend, Novel, Volume","Fashionable, Two",,,,,,MJR 6/7/11 Swarthmore College
341423,,,The fatal effects of deception. A novel. In three volumes. Vol. I.,London,1773,Duodecimo,In three volumes.,Advertisement,0,Epistolary,,,0,0,,,"Effect, Deception, Novel, Volume","Fatal, Three",,,,,,AFD 06/07/2011 Swarthmore College
341424,"Dorat, Claude Joseph,",1734-1780.,"The fatal effects of inconstancy; or, letters of the Marchioness de SyrcÃ¢â‚¬_ÃƒÂ ÃƒÂ¶Ã‚Â¬Ã‚Â©, the Count de Mirbeele, and others. Translated from the French. In two volumes. Vol. I.",London,1774,Duodecimo,In two volumes.,"Preface, Errata",0,Epistolary,,,0,0,Translation,,"Effect, Inconstancy, Letter, Marchioness, Count, French, Volume",Fatal,,"Marchioness de SyrcÃ¢â‚¬_ÃƒÂ ÃƒÂ¶Ã‚Â¬Ã‚Â©, Count de Mirbelle",Translate,,,AFD 06/08/2011
341427,"Percival, Thomas,",1740-1804.,"A father's instructions; consisting of moral tales, fables, and reflections. Part the first.",London,1779,Octavo,,"Dedication, Dedication, Preface, Table of contents, Errata, Dedication, Dedication, Advertisement",1,Third-person,,Verse,1,0,,,"Father, Instruction, Tale, Fable, Reflection, Love, Virtue, Taste, Knowledge, Acquaintance, Work, Nature, Member, Society, Medical Society, Royal Society of Physicians, Physician, Edition","Moral, Early, Medical, Royal, Enlarged, Revised","London, Edinburgh, Paris",Thomas Percival,"Consist, Design, Promote",,,AFD 06/20/2011
341429,"Percival, Thomas,",1740-1804.,"A father's instructions to his children consisting of tales, fables, and reflections; designed to promote the love of virtue, a taste for knowledge, and an early acquaintance with the works of nature.",London,1777,Octavo,,"Dedication, Letter, Advertisement, Table of contents, Errata",1,First-person,Third-person,Poems,1,0,,,"Father, Instruction, Children, Tale, Fable, Reflection, Love, Virtue, Taste, Knowledge, Acquaintance, Work, Nature","His, Early",,,"Consist, Design, Promote",,,MJR 6/13/11
341431,"Nichols, Elizabeth Eyton",,The fault was all his own. A novel. In a series of letters. By a lady. In two volumes. [epigraph]. Volume the first.,London,1771,Duodecimo,In two volumes.,,1,Epistolary,,,1,0,,,"Fault, Novel, Series, Letter, Lady, Volume","All, Own",,,Is,,,AFD 6/1/11 Swarthmore College
341432,,,"Female frailty; or, the history of Miss Wroughton. Vol. I.",London,1772,Duodecimo,,,0,Epistolary,,,0,0,,,"Frailty, History, Miss",Female,,Miss Wroughton,,,,AFD 06/06/2011
341433,,,Female friendship: or the innocent sufferer. A moral novel. Volume the first.,Dublin,1770,Duodecimo,,"Introduction, Footnote",1,Epistolary,Third-person,Verse,1,0,,,"Friendship, Sufferer, Novel, Volume, Friendship, Sufferer, Novel, Volume","Female, Innocent, Moral, First, Female, Innocent, Moral, Second",,,,,,AFD 5/23/11 Swarthmore College
341436,"Haywood, Eliza Fowler,",1693?-1756.,The female spectator. By Mrs. Eliza Haywood. The seventh edition. In four volumes. Volume I.,London,1771,Duodecimo,In four volumes,"Dedication, Index",0,First-person,Letters,,1,1,,,"Spectator, Mrs., Edition, Volume","Female, Seventh, Four",,Mrs. Eliza Haywood,,Volume,,MR 05/26/2011 Swarthmore College
341439,"Haywood, Eliza Fowler,",1693?-1756.,The female spectator. By Mrs Eliza Haywood. In four volumes. Volume I.,Glasgow,1775,Duodecimo,In four volumes.,"Dedication, Index",0,First-person,Third-person,Epistolary,1,0,,,"Spectator, Mrs, Volume",Female,,Mrs Eliza Haywood,,,,AFD 06/10/2011
341441,"Palmer, Charlotte,",fl. 1780-1797.,History of Miss Belville,London,1780,Octavo,,"Advertisement, Errata",0,Epistolary,,Verse,1,1,,,"Stability, History, Miss, Series, Letter","Female, Late",,"Miss Belville, Miss Palmer",,Letter,,AFD 06/21/2011
341442,"Briscoe, Sophia,",fl. 1771.,The fine lady a novel by the author of Miss Melmoth. In two volumes. Vol. I.,London,1772,Duodecimo,In two volumes.,,1,Epistolary,,,1,0,,,"Lady, Novel, Author, Miss, Volume",Fine,,Miss Melmoth,,Novel,,AFD 06/06/2011
341443,"Brooke, Henry,",1703?-1783.,"The fool of quality; or, the history of Henry Earl of Moreland. By Mr. Brooke. In four volumes. Vol. I. A new edition, greatly altered and improved.",London,1776,Duodecimo,In four volumes.,"Dedication, To the reader, Preface",0,Third-person,,,1,0,,,"Fool, Quality, History, Earl, Mr., Volume, Edition","New, Greatly, Altered, Improved",Moreland,"Henry Earl of Moreland, Mr. Brooke",,,,AFD 06/13/2011
341445,,,The French convert.,London,1775,Duodecimo,,Preface,0,Third-person,"First-person, Epistolary",,0,0,,,"Convert, Relation, Conversion, Lady, Error, Superstition, Popery, Religion, Gardener, Servant","French, True, Happy, Noble, Reformed, Protestant, Her",,,,,,MJR 6/10/11
341446,,,"The friends; or, original letters of a person deceased. Now first published, from the manuscripts, in his correspondent's hands. In two volumes. Vol. I.",London,1773,Duodecimo,In two volumes.,"Errata, To the reader",1,Epistolary,Third-person,Poems,0,0,,,"Friend, Letter, Person, Manuscript, Correspondent, Hand, Volume","Original, Deceased, His, Two",,,Publish,"Letter, Manuscript",First,MJR 6/7/11
341447,"Chiari, Pietro,",1711?-1785.,The generous lover: or the adventures of the Marchioness de Brianville. In three volumes. Translated from the original Italian of the AbbeÃ¢Ë†_Ãƒâ€°Ã¢Ë†_Ãƒâ€“ Pietro Chiari. Vol. I.,London,1771,Duodecimo,In three volumes.,"Table of contents, Table of contents, Table of contents",0,First-person,,,0,0,Translation,,"Lover, Adventure, Marchioness, Volume, Italian, AbbÃ¢â‚¬_ÃƒÂ ÃƒÂ¶Ã‚Â¬Ã‚Â©, Vol.","Generous, Three, Original",,"Marchioness de Brianville, AbbÃ¢â‚¬_ÃƒÂ ÃƒÂ¶Ã‚Â¬Ã‚Â© Pietro Chiari",Translate,,,AFD 6/1/11 Swarthmore College
341448,Authoress of Evelina.,,Harcourt; a sentimental novel. In a series of letters. By the authoress of Evelina. Vol. I.,Dublin,1780,,,,0,Epistolary,,Verse,0,0,,,"Novel, Series, Letter, Authoress, Evelina",Sentimental,Harcourt,Evelina,,Letter,,AFD 06/21/2011
341450,,,The history of Miss Harriot Montague.,London,1760,Duodecimo,In two volumes.,,0,Third-person,,,0,0,,,"History, Volume",,,Miss Harriot Montague,,,,NA 5/20/11 Swarthmore College
341452,"Johnstone, Charles,",1719?-1800?,"The history of Arsaces, Prince of Betlis. [Epigraph.] By the editor of Chrysal. In two volumes. Volume I.",Dublin,1775,Duodecimo,In two volumes.,"Dedication, Preface, Table of contents, Table of contents",1,First-person,Third-person,,1,0,,,"History, Prince, Editor, Chrysal, Volume",,,"Arsacles, Prince of Betlis",,,,AFD 06/08/2011 Swarthmore College
341458,Author of Lucinda Courtney.,,"The history of Miss Lucinda Courtney; in a series of letters; written by herself, to her friend Miss Constantia Bellmour. A new edition. In three volumes. Vol. I.",London,1773,Duodecimo,In three volumes.,Introduction,0,Epistolary,,"Songs, Poems",0,1,,,"History, Miss, Series, Letter, Herself, Friend, Edition, Volume","New, Three",,"Miss Lucinda Courtney, Miss Constantia Bellmour",Write,Letter,,MJR 6/7/11
341462,"Isla, JoseÃ¢Ë†_Ãƒâ€°Ã¢Ë†_Ãƒâ€“ Francisco de,",1703-1781.,The history of the famous preacher Friar Gerund de Campazas: otherwise Gerund Zotes. Translated from the Spanish. In two volumes. Vol. I.,London,1772,Octavo,In two volumes.,"Advertisement, Errata, Errata, Dedication, Preface",0,Third-person,First-person,Poems,1,1,Translation,,"History, Preacher, Friar, Spanish, Volume","Famous, Two",Campazas,"Gerund de Campazas, Gerund Zotes",Translate,,Otherwise,MJR 6/10/11
341466,"Chater, John.",,The history of Tom Rigby. In three volumes. Vol. I.,London,1733,Duodecimo,In three volumes.,,0,Third-person,"First-person, Letters",,1,0,,,"History, Volume",Three,,Tom Rigby,,,,MJR 6/8/11 Swarthmore College
341468,,,"The husband's resentment; or, the history of Lady Manchester. A novel. In two volumes. Vol. I.",London,1776,Duodecimo,In two volumes.,,0,Epistolary,,,1,0,,,"Husband, Resentment, History, Lady, Novel, Volume",,,Lady Manchester,,,,AFD 06/13/2011
341469,"Marmontel, Jean FrancÃ¢Ë†_Ãƒâ€°Ã¢Ë†_Ãƒ_ois,",1723-1799.,"The Incas: or, the destruction of the empire of Peru. By M. Marmontel. In two volumes. Vol. I.",Dublin,1777,Duodecimo,In two volumes.,"Preface, Table of contents, Table of contents",1,Third-person,,,0,0,Translation,,"Inca, Destruction, Empire, M., Volume",Two,Peru,"Inca, M. Marmontel",,,,MJR 6/16/11
341475,"Haywood, Eliza Fowler,",1693?-1756.,The invisibe spy. By Explorabilis. In two volumes. Vol. I. A new edition.,London,1763,Duodecimo,In two volumes.,"Introduction, Introduction, Conclusion, Table of contents, Table of contents",0,First-person,"Letters, Third-person","Dramatic dialogue as in a play, Poems",1,1,,,"Spy, Volume, Edition","Invisible, Two, New",,Explorabilis,,,,MJR 6/7/11
